icao,iata,name,callsign,country,active
SPF,"",Space World Airline,SPACE WORLD,Nigeria,N
SPM,PJ,Air Saint Pierre,"",France,Y
SUN,"",Antillana De Navegacion Aerea,"",Dominican Republic,N
SUR,"",Sun Air,"",Egypt,N
SWK,"",General Aerospace,SKYWALKER,Canada,N
SWM,"",Sky Angkor Airlines (ZA),SKY ANGKOR,Cambodia,Y
SYC,"",Systec 2000,SYSTEC,United States,N
TBI,"",TAB Express International,TAB INTERNATIONAL,United States,N
TBM,"",Taban Air Lines,TABAN AIR,Iran,N
TCC,"",Trans Continental Airlines,TRANSCAL,Sudan,N
TDY,"",Air Today,AIR TODAY,United States,N
TEA,"",Executive Turbine Aviation,TRAVELMAX,South Africa,N
TEB,"",Tenir Airlines,TENIR AIR,Kyrgyzstan,N
TEX,"",Catex,CATEX,France,N
THY,TK,Turkish Airlines,TURKAIR,Turkey,Y
TIA,"",Trans International Airlines,TRANS INTERNATIONAL,United States,N
TIN,"",Taino Tours,TAINO,Dominican Republic,N
TKE,"",Take Air Line,ISLAND BIRD,France,N
TNW,"",Trans Nation Airways,TRANS-NATION,Ethiopia,N
TPN,"",Transportacion Aerea del Norte,AEREA DELNORTE,Mexico,N
TPR,"",Taxis Aereos De Parral,TAXIS PARRAL,Mexico,N
TQM,"",JM Family Aviation,TACOMA,United States,N
TRC,"",Trans Air Charter,TRACKER,United States,N
TSU,"",Gulf & Caribbean Cargo / Contract Air Cargo,TRANSAUTO,United States,N
TTH,"",Tarhan Tower Airlines,"",Turkey,N
TTL,"",Total Linhas Aereas,TOTAL,Brazil,N
TUK,"",Ocean Wings Commuter Service,TUCKERNUCK,United States,N
UAC,"",United Air Charters,UNITAIR,Zimbabwe,Y
UAT,"",Ukraine Atlantic,"",Ukraine,Y
UMB,"",Air Umbria,AIR UMBRIA,Italy,N
UNS,"",Unsped Paket Servisi,UNSPED,Turkey,N
UNT,"",Servicios Aereos Universitarios,UNIVERSITARIO,Mexico,N
UWW,II,LSM International ,moose,Russia,Y
VAE,"",Air Evans,AIR-EVANS,Spain,N
VGA,6V,Air Vegas,AIR VEGAS,United States,N
VGN,VK,Virgin Nigeria Airways,VIRGIN NIGERIA,Nigeria,Y
VLI,V5,Avolar Aerolineas,AEROVOLAR,Mexico,N
VMA,"",Vero Monmouth Airlines,VERO MONMOUTH,United States,N
VSS,"",Virign Islands Seaplane Shuttle,WATERBIRD,United States,N
VTA,VT,Air Tahiti,AIR TAHITI,French Polynesia,Y
VXG,G2,Avirex,AVIREX-GABON,Gabon,N
WAF,"",Flamenco Airways,FLAMENCO,United States,N
WAM,"",Air Taxi & Cargo,TAXI CARGO,Sudan,N
WCY,"",Viking Express,TITAN AIR,United States,N
WHS,"",Wiking Helikopter Service,WEEKING,Germany,N
WIL,"",Aero Air,WILLIAMETTE,United States,N
WIN,"",Winlink,WINLINK,Saint Lucia,N
WLV,"",Aviation North,WOLVERINE,United States,N
WLX,"",West Air Luxembourg,WEST LUX,Luxembourg,N
WRT,"",Wright Air Lines,WRIGHT-AIR,United States,N
WSS,W3,World Scale Airlines,"",United States,Y
X9F,X9,FRA Air,FA,Germany,N
XAN,78,Southjet cargo,"",United States,Y
XCX,"",Citibank,"",United States,N
XDY,"",Dynair Services,"",United States,N
XGS,"",Global System,"",United States,N
XLK,"",Safarilink Aviation,SAFARILINK,Kenya,N
XOJ,"",XOJET,"",United States,Y
XPX,"",Phoenix Flight Operations,"",United States,N
ZMA,"",Zambezi Airlines,ZAMBEZI WINGS,Zambia,N
КТК,"",Катэкавиа,"",Russia,Y
2CO,"",ConneX European Airline,ConneX,Austria,Y
6CC,6C,Vuela Cuba,"",Cuba,Y
99F,9A,All Africa,"",South Africa,Y
AAI,"",Air Aurora,BOREALIS,United States,N
AAJ,"",Air Alma,AIR ALMA,Canada,N
AAO,"",Atlantis Airlines (USA),ATLANTIS AIR,United States,N
ABK,"",Alberta Citylink,ALBERTA CITYLINK,Canada,N
ABQ,ED,Airblue,PAKBLUE,Pakistan,Y
ABT,"",Air Brousse,AIR BROUSSE,Canada,N
ACG,"",Air Partner,AIR PARTNER,United Kingdom,N
ADK,Z7,ADC Airlines,ADCO,Nigeria,N
AFL,SU,Aeroflot Russian Airlines,AEROFLOT,Russia,Y
AFO,"",Aero Empresa Mexicana,AERO EMPRESA,Mexico,N
AGU,"",Angara Airlines,SARMA,Russia,N
AIJ,"",ABC Aerolineas,ABC AEROLINEAS,Mexico,N
AIQ,FD,Thai AirAsia,THAI ASIA,Thailand,Y
AKA,"",Air Korea Co. Ltd.,"",Republic of Korea,Y
AL3,L9,All Asia,"",China,Y
ALL,"",Aerovallarta,VALLARTA,Mexico,N
ALP,"",Alpliner AG,ALPINER,Switzerland,N
AMB,1I,Deutsche Rettungsflugwacht,CIVIL AIR AMBULANCE,Germany,N
AMC,KM,Air Malta,AIR MALTA,Malta,Y
AMR,"",Air Specialties Corporation,AIR AM,United States,N
AMT,"",ATA Airlines,AMTRAN,United States,Y
AMW,ZV,Air Midwest,AIR MIDWEST,United States,N
AOI,"",Astoria, Inc.,ASTORIA,N
ARV,"",Aravco Ltd.,ARAVCO,United Kingdom,N
ASJ,"",Air Satellite,SATELLITE,Canada,N
ASK,"",La Ronge Aviation Services,AIR SASK,Canada,N
ASS,"",Air Class, S.A. de C.V.,AIR CLASS,N
AUB,IQ,Augsburg Airways,AUGSBURG-AIR,Germany,Y
AVD,"",Alamo Aviacion, S.L.,ALAMO,N
AVP,"",Avcorp Registrations,AVCORP,United Kingdom,N
AWU,7E,Aeroline GmbH,SYLT-AIR,Germany,Y
AXL,XT,Air Exel,EXEL COMMUTER,Netherlands,Y
AXR,"",Axel Rent, S.A.,RENTAXEL,N
AZV,"",Azov Avia Airlines,AZOV AVIA,Ukraine,N
BBV,"",Bravo Airlines,BRAVO EUROPE,Spain,N
BEZ,"",Kingfisher Air Services,SEA BREEZE,United States,N
BJK,"",Atlantic Airlines,BLACKJACK,United States,N
BLV,B3,Bellview Airlines,BELLVIEW AIRLINES,Nigeria,Y
BND,"",Bond Offshore Helicopters,BOND,United Kingdom,N
BRT,"",British Regional Airlines,BRITISH,United Kingdom,N
BTI,BT,Air Baltic,AIRBALTIC,Latvia,Y
BUB,ZB,Air Bourbon,BOURBON,Reunion,Y
BUZ,UK,buzz,,,N
BXR,"",Redding Aero Enterprises,BOXER,United States,N
BYL,"",Bylina Joint-Stock Company,BYLINA,Russia,N
BZH,DB,Brit Air,BRITAIR,France,Y
BZS,"",Aero Biniza,BINIZA,Mexico,N
CAT,CT,Civil Air Transport,Mandarin,Taiwan,N
CBG,"",GX Airlines,SPRAY,China,Y
CBY,"",Coningsby Flying Training Unit,TYPHOON,United Kingdom,N
CDG,SC,Shandong Airlines,SHANDONG,China,Y
CDM,"",Carga Aerea Dominicana,CARGA AEREA,Dominican Republic,N
CFH,"",Care Flight,CARE FLIGHT,Australia,N
CFV,"",Aero Calafia,CALAFIA,Mexico,N
CHG,"",AC Challenge Aero,SKY CHALLENGER,Ukraine,N
CIF,1F,CB Airways UK ( Interliging Flights ),"",United Kingdom,Y
CIK,"",Country International Airlines,COUNTRY AIR,Kyrgyzstan,N
CJS,"",Commonwealth Jet Service,COMMONWEALTH,United States,N
CKR,"",Crown Air Systems,CROWN AIR,United States,N
CLE,"",Colemill Enterprises,COLEMILL,United States,N
CLG,"",Chalair Aviation,CHALLAIR,France,N
CLL,"",Aerovias Castillo,AEROCASTILLO,Mexico,N
CNE,"",Air Toronto,CONNECTOR,Canada,N
CNH,"",Aquila Air,CHENANGO,United States,N
COA,CO,Continental Airlines,CONTINENTAL,United States,Y
CPR,"",Corporate Air,CORPAIR,United States,N
CSE,"",CSE Aviation,OXFORD,United Kingdom,N
CSL,"",California Air Shuttle,CALIFORNIA SHUTTLE,United States,N
CSQ,II,IBC Airways,CHASQUI,United States,N
CWT,"",Texas Airways,TEXAS AIRWAYS,United States,N
CWW,"",Canair,CANAIR,China,N
CXJ,"",Xinjiang Airlines,XINJIANG,China,N
DHX,ES,DHL International,DILMUN,Bahrain,N
DKE,"",Jubilee Airways,DUKE,United Kingdom,N
DND,"",Eldinder Aviation,DINDER,Sudan,N
DOT,"",Telnic Limited,DOT TEL,United Kingdom,N
DRX,"",Des R Cargo Express,"",Mauritania,N
DWR,"",Delaware Skyways,DELAWARE,United States,N
EAG,"",European Aeronautical Group UK,"",United Kingdom,N
ECG,"",Aero Ejecutivos RCG,EJECTUIVOS RCG,Mexico,N
ECM,"",Aerolineas Comerciales,AERO COMERCIALES,Mexico,N
ECQ,"",Eco Air,SKYBRIDGE,Nigeria,N
EFC,"",Air Mana,FLIGHT TAXI,France,N
EGU,"",Eagle Aviation,AFRICAN EAGLE,Uganda,N
EJD,"",Elite Jets,ELITE DUBAI,United Arab Emirates,N
ELC,"",Small Planet Airlines,"",Lithuania,Y
ELW,"",Yellow Wings Air Services,YELLOW WINGS,Kenya,N
EMN,"",Examiner Training Agency,AGENCY,United Kingdom,N
ERC,"",Esso Resources Canada,ESSO,Canada,N
ERI,"",Aero Servicios Regiomontanos,ASERGIO,Mexico,N
ERJ,"",Eurojet Italia,JET ITALIA,Italy,N
ERT,B8,Eritrean Airlines,ERITREAN,Eritrea,Y
EUJ,VE,EUjet,UNION JET,Ireland,N
EUT,"",European 2000 Airlines,FIESTA,Malta,N
EZB,"",Flugschule Eichenberger,EICHENBURGER,Switzerland,N
FCI,"",Air Carriers,FAST CHECK,United States,N
FCL,PA,Florida Coastal Airlines,FLORIDA COASTAL,United States,N
FFP,"",Fischer Air Polska,FLYING FISH,Poland,N
FFS,"",Florida Department of Agriculture,FORESTRY,United States,N
FGS,"",Elitellina,ELITELLINA,Italy,N
FHS,"",Forth and Clyde Helicopter Services,HELISCOT,United Kingdom,N
FIN,AY,Finnair,FINNAIR,Finland,Y
FIV,"",Citationshares,FIVE STAR,United States,N
FJM,"",Fly Jamaica Airways,Greenheart,Jamaica,Y
FLB,"",German Air Force - FLB,FLB,Germany,Y
FLE,"",Flair Airlines,FLAIR,Canada,N
FLG,9E,Pinnacle Airlines,FLAGSHIP,United States,Y
FLZ,QH,Air Florida,AIR FLORIDA,United States,Y
FMR,"",Flamingo Air,FLAMINGO AIR,United States,N
FOM,"",Freedom Air,FREE AIR,New Zealand,N
FRK,"",Afrika Aviation Handlers,AFRIFAST,Kenya,N
FST,"",Aereos Limited,FAST TRACK,United Kingdom,N
FVG,"",VG Airlines (IV),Nico,Belgium,N
FWQ,"",Flight West Airlines,"",Australia,N
GAM,"",German Army,GERMAN ARMY,Germany,N
GAU,"",Aerogaucho,AEROGAUCHO,Uruguay,N
GDG,"",S.P. Aviation,GOLDEN GATE,United States,N
GJT,"",Gestion Aerea Ajecutiva,BANJET,Spain,N
GLE,"",Goliaf Air,GOLIAF AIR,Sao Tome and Principe,N
GLL,"",Air Gemini,TWINS,Angola,N
GMR,"",Golden Myanmar Airlines,Golden Myanmar,Burma,Y
GOT,"",Walter I Linkoping,GOTHIC,Sweden,N
GPE,"",GP Express Airlines,REGIONAL EXPRESS,United States,N
GPM,"",Grup Air-Med,GRUPOMED,Spain,N
GSL,"",Geographic Air Surveys,SURVEY-CANADA,Canada,N
GSM,B4,Flyglobespan,GLOBESPAN,United Kingdom,Y
HAD,H9,Air D'Ayiti,HAITI AVIA,Haiti,N
HBI,"",CHC Denmark,HELIBIRD,Denmark,N
HBL,"",Faroecopter,HELIBLUE,Denmark,N
HET,"",TAF Helicopters,HELITAF,Spain,N
HFY,5K,Hi Fly,SKY FLYER,Portugal,N
HGD,"",Hangard Aviation,HANGARD,Mongolia,N
HKA,SO,Superior Aviation,SPEND AIR,United States,N
HMR,"",North American Charters,HAMMER,Canada,Y
HMS,DU,Hemus Air,HEMUS AIR,Bulgaria,N
IAK,"",International Air Cargo Corporation,AIR CARGO EGYPT,Egypt,N
IBC,"",Ibicenca Air,IBICENCA,Spain,N
IHE,"",Interjet Helicopters,INTERCOPTER,Greece,N
IJM,"",IJM International Jet Management,JET MANAGEMENT,Austria,N
IKY,"",Intersky,GENERAL SKY,Bulgaria,N
INA,"",Aero International,AERO-NACIONAL,Mexico,N
IND,"",Iona National Airways,IONA,Ireland,N
IOA,"",Iowa Airways,IOWA AIR,United States,N
IRG,"",Naft Air Lines,NAFT,Iran,N
IRV,"",Safat Airlines,SAFAT AIR,Iran,N
IRW,"",Aram Airline,ARAM,Iran,N
IRY,"",Eram Air,ERAM AIR,Iran,N
IVJ,"",Flight International,INVADER JACK,United States,N
IZM,H9,Izair,IZMIR,Turkey,N
JMG,"",JetMagic,JET MAGIC,Ireland,N
JRB,"",Jc royal.britannica,"",United Kingdom,Y
JSE,"",Jets Y Servicios Ejecutivos,SERVIJETS,Mexico,N
JTS,"",Arrendamiento de Aviones Jets,AVIONESJETS,Mexico,N
JVK,"",Jorvik,ISLANDIC,Iceland,N
JXA,"",Jetex Aviation,"",Lebanon,N
KBZ,"",Air KBZ,Air KBZ,Burma,Y
KFC,"",Kremenchuk Flight College,KREMENCHUK,Ukraine,N
KIE,"",Afit,TWEETY,Germany,N
KIN,"",Kinloss Flying Training Unit,KINLOSS,United Kingdom,Y
KRY,"",Russkie Krylya,"",Russia,Y
KTV,"",Kata Transportation,KATAVIA,Sudan,N
KYV,KY,Kibris T,AIRKIBRIS,Turkey,N
LAL,"",Labrador Airways,LAB AIR,Canada,N
LCM,"",Lineas Aereas Comerciales,LINEAS COMERCIALES,Mexico,N
LCS,"",RAF Leuchars,LEUCHARS,United Kingdom,N
LEP,"",Laughlin Express,LAUGHLIN EXPRESS,United States,N
LHR,"",Al Ahram Aviation,AL AHRAM,Egypt,N
LIB,"",Ploizeihubschrauberstaffel Hamburg,LIBELLE,Germany,N
LMZ,"",Air Almaty ZK,ALUNK,Kazakhstan,N
LOO,PQ,LSM Airlines,slowbird,Russia,Y
LPL,"",Lease-a-Plane International,LEASE-A-PLANE,United States,N
LSC,"",Los Cedros Aviacion,CEDROS,Chile,N
M7A,2R,All America AR,"",Argentina,Y
MAB,"",Millardair,MILLARDAIR,Canada,N
MAE,"",Mali Air,MALI AIREXPRESS,Austria,N
MBB,"",Air Manas,AIR MANAS,Kyrgyzstan,N
MCM,"",Heli-Air-Monaco,HELI AIR,Monaco,N
MCO,"",Aerolineas Marcos,MARCOS,Mexico,N
MEP,YX,Midwest Airlines,"",United States,Y
MFC,"",Moncton Flying Club,EAST WIND,Canada,N
MJG,DF,Michael Airlines,MJG,Puerto Rico,Y
MKA,"",MK Airline,KRUGER-AIR,Ghana,N
MKY,"",Monky Aerotaxis,MONKY,Mexico,N
MLA,Q5,40-Mile Air,MILE-AIR,United States,Y
MMP,"",AMP Incorporated,AMP-INC,United States,N
MMR,"",Musrata Air Transport,MUSRATA AIR,Libya,N
MNE,"",Aerolineas Amanecer,AEROAMANECER,Mexico,N
MNO,JE,Mango,TULCA,South Africa,Y
MOP,"",Aeropublicitaria De Angola,PUBLICITARIA,Angola,N
MPT,"",Miapet-Avia,MIAPET,Armenia,N
MSL,M7,Marsland Aviation,MARSLANDAIR,Sudan,N
MSR,MS,Egyptair,EGYPTAIR,Egypt,Y
MTV,"",Mountain Valley Air Service,MOUNTAIN VALLEY,United States,N
MUR,"",Aerolinea Muri,MURI,Mexico,N
MVD,KV,Kavminvodyavia,AIR MINVODY,Russia,Y
MVN,"",Marvin Limited,MARVIN,United Kingdom,N
NAD,"",Seulawah Nad Air,SEULAWAH,Indonesia,N
NAF,"",Royal Netherlands Air Force,NETHERLANDS AIR FORCE,Netherlands,N
NBS,"",Nimbus Aviation,NIMBUS,United Kingdom,N
NFL,"",Northaire Feight Lines,GREAT LAKES,United States,N
NGC,"",Angoservice,ANGOSERVICE,Angola,N
NHK,"",Federal Aviation Administration,NIGHTHAWK,United States,N
NLW,"",Nile Wings Aviation Services,NILE WINGS,Sudan,N
NMA,"",Nesma Airlines,Nesma Airlines,Egypt,Y
NOR,"",Norsk Helikopter,NORSKE,Norway,N
NRX,"",Norse Air Charter,NORSE AIR,South Africa,N
NRZ,"",Servicios Aereos Monarrez,MONARREZ,Mexico,N
NSE,9R,SATENA,SATENA,Colombia,Y
NSL,"",Neric,NERICAIR,United Kingdom,N
NTB,"",Servicios Aereos Del Norte,SERVINORTE,Mexico,N
NTG,"",Servicios Intergrales De Aviacion,INTERGRALES,Mexico,N
NWA,NW,Northwest Airlines,NORTHWEST,United States,Y
NWD,"",New World Jet Corporation,NEW WORLD,United States,N
NWZ,"",Nationwide Airlines (Zambia),ZAMNAT,Zambia,N
NZM,NM,Mount Cook Airlines,MOUNTCOOK,New Zealand,N
OAR,"",Orbit Regional Airlines,OA,United States,Y
ODI,"",Jonsson, H Air Taxi,ODINN,N
OFF,"",Challenge International Airlines,CHALLENGE AIR,United States,N
OJY,"",Florida Air,OHJAY,United States,N
OLX,"",Olimex Aerotaxi,OLIMEX,Czech Republic,N
OSN,"",Aerosan,AEROSAN,Mexico,N
OSS,"",Servicios Aereos Noticiosos,NOTICIOSOS,Mexico,N
PAA,PA,Pan American Airways,"",United States,N
PAH,"",Panorama Air Tour,LANI,United States,N
PAJ,"",Aliparma,ALIPARMA,Italy,N
PAP,"",Langtry Flying Group,PROFLIGHT,United Kingdom,N
PAS,"",Pelita Air Service,PELITA,Indonesia,N
PCC,"",Perforadora Central,PERFORADORA CENTRAL,Mexico,N
PCS,"",Air Palace,AIR PALACE,Mexico,N
PET,"",Aerotransporte Petrolero,AEROPETRO,Colombia,N
PFL,"",Pacific Flier,KOROR,Palau,Y
PHG,"",Phoenix Aviation,PHOENIX GROUP,Kyrgyzstan,N
PKR,"",Pakker Avio,PAKKER AVIO,Estonia,N
PLL,"",Air Pal,AIRPAL,Spain,N
PMA,"",Pan Malaysian Air Transport,PAN MALAYSIA,Malaysia,N
PMX,"",Petroleos Mexicanos,PEMEX,Mexico,N
PNG,"",Puerto Rico National Guard,"",United States,N
PNX,"",Imperial Airways,PHOENIX,United States,N
POF,"",Police Aux Frontiers,AIRPOL,France,N
PPM,"",Pacific Pearl Airways,PACIFIC PEARL,Philippines,N
PRG,"",Empresa Aero-Servicios Parrague,ASPAR,Chile,N
PSC,"",Pascan Aviation,PASCAN,Canada,N
PTC,"",Patria Cargas Aereas,PATRIA,Argentina,N
PZA,"",Aereo Taxi Paraza,AEREO PARAZA,Mexico,N
QEA,"",Aviation Consultancy Office,"",Australia,N
QRT,"",4D Air,QUARTET,Thailand,N
RBA,BI,Royal Brunei Airlines,BRUNEI,Brunei,Y
RCO,"",Aero Renta De Coahuila,AEROCOAHUILA,Mexico,N
RCQ,"",Aerolineas Regionales,REGIONAL CARGO,Mexico,N
RDD,"",Adygeya Airlines,ADLINES,Russia,N
RDN,D7,Dinar,AERO DINAR,Argentina,N
RFL,"",Interfly,INFLY,Italy,N
RLA,A5,Airlinair,AIRLINAIR,France,Y
RMF,"",Royal Malaysian Air Force,ANGKASA,Malaysia,N
ROY,"",Conifair Aviation,"",Canada,N
RPC,"",Aerolineas Del Pacifico,AEROPACSA,Ecuador,N
RPS,"",Global Air Charter,RESPONSE,United States,N
RSP,"",Jet Suite,Red Stripe,United States,Y
RVR,"",Raven Air,RAVEN,United Kingdom,N
RZL,"",Aero Zambia,AERO ZAMBIA,Zambia,N
SAY,"",ScotAirways,SUCKLING,United Kingdom,Y
SBB,"",Steinman Aviation,SABER EXPRESS,United States,N
SBL,"",Sobel Airlines of Ghana,SOBGHANA,Ghana,N
SDC,"",Sunrise Airlines,SUNDANCE,United States,N
SDF,"",Sundorph Aeronautical Corporation,SUNDORPH,United States,N
SDH,"",Servicio De Helicopteros,ARCOS,Spain,N
SDN,"",Spirit of Africa Airlines,BLUE NILE,Sudan,N
SDX,"",Servicio Tecnico Aero De Mexico,SERVICIO TECNICO,Mexico,N
SEY,HM,Air Seychelles,SEYCHELLES,Seychelles,Y
SGH,"",Servisair,SERVISAIR,United Kingdom,N
SHI,"",Seoul Air International,SEOUL AIR,Republic of Korea,N
SHM,"",Sheltam Aviation,SHELTAM,South Africa,N
SHO,"",Sheremetyevo-Cargo,"",Russia,N
SHV,"",Shavano Air,SHAVANO,United States,N
SHW,"",Shawnee Airline,SHAWNEE,United States,N
SJC,"",Servicios Ejecutivos Continental,SERVIEJECUTIVO,Mexico,N
SKF,"",Skycraft,SKYCRAFT,United States,N
SMF,"",Smalandsflyg,GORDON,Sweden,N
SNK,"",Southeast Airlines (Sun Jet International),SUN KING,United States,N
SOH,"",Southern Ohio Aviation Sales,SOUTHERN OHIO,United States,N
SOX,"",Solid Air,SOLIDAIR,Netherland,N
SPE,"",Sprague Electric Company,SPRAGUE,United States,N
SPH,"",Sapphire Executive Air,SAPPHIRE-CHARTER,South Africa,N
SPK,"",Diamond Aviation,SPARKLE,United States,N
SPR,"",Provincial Airlines,SPEEDAIR,Canada,N
SPU,"",Southeast Airmotive,SPUTTER,United States,N
SRD,"",Search and Rescue 22,"",United Kingdom,N
SRL,SM,Swedline Express,Starline,Sweden,N
SRT,"",Trans Asian Airlines,TRASER,Kazakhstan,N
SRY,"",ViaAir,Stingray,United States,Y
SSA,AG,All America US,"",United States,Y
SSC,"",Southern Seaplane,SOUTHERN SKIES,United States,N
SSI,"",Vision Airlines,SUPER JET,Nigeria,N
SSX,"",Lynx Aviation (L3/SSX),Shasta,United States,N
SSZ,"",Specsavers Aviation,SPECSAVERS,United Kingdom,N
STF,"",SFT-Sudanese Flight,"",Sudan,N
STN,"",RAF St Athan,SAINT ATHAN,UNited Kingdom,N
SUO,"",Aeroservicios De San Luis,SERVICIO SANLUIS,Mexico,N
SUT,"",Sistemas Aeronauuticos 2000,SISTEMAS AERONAUTICOS,Mexico,N
SUW,ZA,Interavia Airlines,ASTAIR,Russia,Y
SWN,PT,West Air Sweden,AIR SWEDEN,Sweden,N
SWT,"",Swiftair,SWIFT,Spain,N
SXY,"",Safari Express Cargo,SAFARI EXPRESS,Kenya,N
T9P,ZT,Tomp Airlines,"",Chile,Y
TAT,TA,Grupo TACA,TACA-COSTARICA,Costa Rica,Y
TBL,"",Aerotrebol,AEROTREBOL,Mexico,N
TCB,"",Transporte del Caribe,TRANSCARIBE,Colombia,N
TCP,"",Transcorp Airways,TRANSCORP,United Kingdom,N
TFG,"",MAS Airways,TRAFALGAR,United Kingdom,N
TIK,"",Tic Air,TICAIR,Australia,N
TLV,"",Travelair,PAJAROS,Uruguay,N
TLX,"",Telesis Transair,TELESIS,United States,N
TMT,"",Trans Midwest Airlines,TRANS MIDWEST,United States,N
TMW,M8,Trans Maldivian Airways,"",Maldives,N
TOP,"",Top Air,AIR TOP,Turkey,N
TRH,"",Airmark Aviation,TRANSTAR,United States,N
TRK,"",Turkuaz Airlines,TURKU,Turkey,Y
TSE,TH,Transmile Air Services,TRANSMILE,Malaysia,N
TSH,"",Regional 1,TRANSCANADA,Canada,N
TSL,"",Thai Aviation Services,THAI AVIATION,Thailand,N
TUI,UG,Tuninter,"",Tunisia,Y
TWJ,"",Twinjet Aircraft Sales,"",United Kingdom,N
TWL,"",Tradewinds Aviation,TRADEWINDS CANADA,Canada,N
TXA,"",Texair Charter,OKAY AIR,United States,N
TXE,"",Transilvania Express,TRANSAIR EXPRESS,Romania,N
TXM,"",Taxi Aereo de Mexico,TAXIMEX,Mexico,N
UED,"",Air LA,AIR L-A,United States,N
UGA,"",Uganda Airlines,UGANDA,Uganda,N
UGC,"",Urgemer Canarias,URGEMER,Spain,N
UND,"",Atuneros Unidos de California,ATUNEROS UNIDOS,Mexico,N
URA,"",Aircompany Rosavia,ROSAVIA,Ukraine,N
USH,"",US Helicopter,US-HELI,United States,Y
UTT,"",Transarabian Transportation Services,ARABIAN TRANSPORT,Uganda,N
VAA,"",Van Air Europe,EUROVAN,Czech Republic,N
VAM,"",Ameravia,AMERAVIA,Uruguay,N
VBG,"",North-West Air Transport Company - Vyborg,VYBORG AIR,Russia,N
VCI,"",CI-Tours,CI-TOURS,Ivory Coast,N
VEG,"",Aerovega,AEROVEGA,Mexico,N
VFT,"",VZ Flights,ZETA FLIGHTS,Mexico,N
VGS,"",Stichting Vliegschool 16Hoven,SMART,Netherlands,N
VLA,"",Valan International Cargo Charter,NALAU,South Africa,N
VLF,"",DFS UK Limited,VOLANTE,United Kingdom,N
VRC,"",Taxi de Veracruz,VERACRUZ,Mexico,N
VSR,"",Aviostart AS,AVIOSTART,Bulgaria,N
VUO,"",Aerovuelox,AEROVUELOX,Mexico,N
VVA,"",Aviast Air,IALSI,Russia,N
WAL,WA,Western Airlines,WESTERN,United States,Y
WAR,"",NZ Warbirds Association,WARBIRDS,New Zealand,N
WAV,"",Warbelow's Air Ventures,WARBELOW,United States,N
WAW,"",Wings Airways,WING SHUTTLE,United States,N
WGA,"",Vega Air Company,WEGA FRANKO,Ukraine,N
WGP,"",Williams Grand Prix Engineering,GRAND PRIX,United Kingdom,N
WGT,"",Lion Air Services,WORLDGATE,United Kingdom,N
WIS,"",Paccair,WISCAIR,United States,N
WIW,"",V-avia Airline,VEE-AVIA,Ukraine,N
WOL,"",Wings Aviation,WINGJET,Guyana,N
WWD,CN,Westward Airways,WESTWARD,United States,N
WWL,"",Whyalla Airlines,"",Australia,N
WYG,"",Wyoming Airlines,WYOMING,United States,N
XAB,"",Xabre Aerolineas,AERO XABRE,Mexico,N
XBM,"",CBM America,AIRMAX,United States,Y
XCL,"",Contel ASC,"",United States,N
XPG,"",Southport Air Service,"",United States,N
XSN,"",Stephenville Aviation Services,"",Canada,N
XWW,"",World Weatherwatch,"",Canada,N
ZAW,"",Zoom Airways,ZED AIR,Bangladesh,N
...,..,Avilu,"",Switzerland,Y
:::,::,Llloyd Helicopters,"",Australia,N
AAY,G4,Allegiant Air,ALLEGIANT,United States,Y
ABU,"",Aerovias Bueno,AEROBUENO,Colombia,N
ADA,"",Airservices Australia,AUSCAL,Australia,N
ADP,"",Aerodiplomatic,AERODIPLOMATIC,Mexico,N
ADQ,"",Avion Taxi,AIR DATA,Canada,N
AEZ,"",Aerial Transit Company,AERIAL TRANZ,United States,N
AFU,Q9,Afrinat International Airlines,"",Gambia,N
AIB,AP,Airbus Industrie,AIRBUS INDUSTRIE,France,N
AIN,"",African International Airways,FLY CARGO,Swaziland,N
AJI,"",Ameristar Jet Charter,AMERISTAR,United States,N
AJS,"",Aeroejecutivos Colombia,AEROEJECUTIVOS,Colombia,N
AJW,"",Alpha Jet International,ALPHAJET,United States,N
AKL,4A,Air Kiribati,"",Kiribati,Y
ALQ,"",Altair Aviation (1986),ALTAIR,Canada,N
ALZ,"",Alta Flights (Charters) Ltd., ,Canada,N
AMJ,"",Aviation Amos,AVIATION AMOS,Canada,N
ANQ,"",Aerol,ANTIOQUIA,Colombia,N
API,"",ASA Pesada, Lda.,ASA PESADA,N
APQ,"",Aspen Aviation,ASPEN BASE,United States,N
ARB,"",Avia Air N.V.,AVIAIR,Aruba,N
ASI,"",Aerosun International, Inc.,AEROSUN,N
ATG,"",Aerotrans Airline,BACHYT,Kazakhstan,N
ATK,"",AeroTACA,AEROTACA,Colombia,N
ATV,"",Avanti Air,AVANTI AIR,Germany,N
AVY,"",Aerovaradero, S.A.,AEROVARADERO,N
AWE,HP,America West Airlines,CACTUS,United States,Y
AWJ,"",Sahel Airlines,SAHEL AIRLINES,Niger,N
AXP,"",Aeromax,AEROMAX SPAIN,Spain,N
BAW,BA,British Airways,SPEEDBIRD,United Kingdom,Y
BBL,"",IBM Euroflight Operations,BLUE,Switzerland,N
BCI,"",Blue Islands,BLUE ISLAND,United Kingdom,N
BDR,"",Badr Airlines,BADR AIR,Sudan,N
BGF,"",Aviodetachment-28,BULGARIAN,Bulgaria,N
BGG,"",Aero BG,AERO BG,Mexico,N
